Whitestone, Alaska			
Latitude: 64 deg 9.6 N, Longitude: 145 deg 52.9 W, Elevation: 310 meters			
Source: Alaska Energy Authority (www.akenergyauthority.org/programwind.html)			
Wind speed measurements are in meters per second.  Direction is degrees from True North.			
			
Timestamp	Spd (30m height)	Spd (20m height)	Dir
6/24 12:00	3.12	2.73	120
6/24 13:00	3.18	2.80	112
6/24 14:00	5.45	4.75	114
6/24 15:00	4.95	4.22	114
6/24 16:00	2.85	2.20	69
6/24 17:00	2.73	2.15	98
6/24 18:00	1.40	1.00	87
6/24 19:00	1.42	0.85	133
6/24 20:00	0.67	0.53	119
6/24 21:00	0.73	0.54	82
6/24 22:00	1.02	0.57	90
6/24 23:00	0.67	0.57	146
6/25 0:00	0.73	0.63	21
6/25 1:00	0.90	0.74	73
6/25 2:00	1.59	1.32	130
6/25 3:00	1.06	0.90	202
6/25 4:00	0.65	0.67	302
6/25 5:00	0.72	0.87	290
6/25 6:00	2.43	1.93	191
6/25 7:00	2.60	1.67	151
6/25 8:00	2.27	1.75	217
6/25 9:00	1.07	0.82	254
6/25 10:00	3.88	3.10	82
6/25 11:00	1.43	0.90	72
6/25 12:00	1.62	1.23	28
6/25 13:00	1.18	0.90	25
6/25 14:00	1.32	1.32	75
6/25 15:00	1.50	1.29	88
6/25 16:00	1.86	1.52	190
6/25 17:00	1.52	1.28	211
6/25 18:00	1.36	1.03	277
6/25 19:00	1.13	0.75	58
6/25 20:00	0.66	0.55	232
6/25 21:00	0.99	0.78	68
6/25 22:00	0.94	0.64	15
6/25 23:00	1.07	0.85	148
6/26 0:00	0.87	0.71	43
6/26 1:00	0.76	0.64	49
6/26 2:00	0.95	0.77	79
6/26 3:00	1.10	1.02	329
6/26 4:00	0.80	0.82	323
6/26 5:00	0.60	0.50	97
6/26 6:00	1.65	0.93	149
6/26 7:00	1.35	0.77	212
6/26 8:00	1.87	1.20	175
6/26 9:00	1.33	0.90	84
6/26 10:00	2.08	1.48	44
6/26 11:00	2.82	2.13	49
6/26 12:00	2.15	1.52	126
6/26 13:00	2.75	1.90	145
6/26 14:00	3.22	2.22	158
6/26 15:00	2.80	1.62	137
6/26 16:00	2.95	1.42	139
6/26 17:00	5.95	4.77	320
6/26 18:00	3.03	1.95	330
6/26 19:00	1.90	0.93	277
6/26 20:00	0.52	0.43	159
6/26 21:00	2.18	0.57	319
6/26 22:00	3.35	1.90	309
6/26 23:00	2.05	0.93	298
6/27 0:00	2.20	1.00	298
6/27 1:00	1.15	0.54	309
6/27 2:00	1.42	0.57	300
6/27 3:00	1.98	1.13	289
6/27 4:00	2.28	1.33	306
6/27 5:00	1.50	0.72	315
6/27 6:00	0.85	0.45	301
6/27 7:00	1.33	0.55	316
6/27 8:00	0.98	0.47	309
6/27 9:00	1.00	0.48	291
6/27 10:00	1.00	0.58	301
6/27 11:00	1.38	0.82	336
6/27 12:00	3.97	2.97	314
6/27 13:00	7.58	6.55	302
6/27 14:00	4.20	3.65	310
6/27 15:00	2.82	2.40	283
6/27 16:00	3.08	2.63	270
6/27 17:00	3.65	3.05	289
6/27 18:00	2.60	2.02	262
6/27 19:00	0.93	0.76	76
6/27 20:00	0.80	0.64	275
6/27 21:00	0.73	0.54	328
6/27 22:00	0.86	0.61	4
6/27 23:00	1.41	0.62	331
6/28 0:00	2.03	0.75	317
6/28 1:00	2.75	1.75	316
6/28 2:00	3.13	2.28	305
6/28 3:00	1.70	0.93	309
6/28 4:00	1.07	0.62	310
6/28 5:00	0.82	0.53	316
6/28 6:00	0.47	0.40	321
6/28 7:00	0.40	0.40	114
6/28 8:00	0.53	0.42	171
6/28 9:00	0.73	0.48	165
6/28 10:00	1.12	0.77	109
6/28 11:00	1.20	0.87	104
6/28 12:00	1.62	1.18	110
6/28 13:00	3.22	2.60	29
6/28 14:00	3.02	2.45	36
6/28 15:00	2.13	1.77	4
6/28 16:00	2.68	2.25	324
6/28 17:00	2.82	2.20	308
6/28 18:00	3.47	2.97	293
6/28 19:00	3.78	3.28	296
6/28 20:00	1.87	1.65	303
6/28 21:00	0.97	0.75	335
6/28 22:00	0.70	0.43	298
6/28 23:00	1.17	0.62	329
6/29 0:00	1.72	0.90	316
6/29 1:00	1.63	1.30	308
6/29 2:00	1.48	1.27	310
6/29 3:00	2.27	1.95	304
6/29 4:00	2.67	2.22	311
6/29 5:00	2.67	2.47	304
6/29 6:00	2.57	2.43	300
6/29 7:00	1.80	1.72	313
6/29 8:00	1.62	1.52	308
6/29 9:00	1.82	1.77	282
6/29 10:00	1.98	2.00	282
6/29 11:00	1.73	1.68	290
6/29 12:00	1.78	1.65	312
6/29 13:00	1.67	1.57	302
6/29 14:00	1.20	1.18	290
6/29 15:00	1.85	1.58	308
6/29 16:00	1.22	1.06	339
6/29 17:00	1.12	0.88	16
6/29 18:00	1.14	0.78	231
6/29 19:00	2.38	1.85	293
6/29 20:00	3.97	2.50	300
6/29 21:00	3.43	2.60	315
6/29 22:00	1.80	1.13	322
6/29 23:00	1.40	0.97	343
6/30 0:00	0.81	0.80	309
6/30 1:00	1.01	0.85	7
6/30 2:00	1.17	1.05	148
6/30 3:00	0.58	0.48	128
6/30 4:00	3.30	2.72	127
6/30 5:00	4.35	3.87	116
6/30 6:00	3.57	2.90	138
6/30 7:00	3.13	2.58	146
6/30 8:00	2.72	2.40	149
6/30 9:00	2.72	2.37	163
6/30 10:00	2.43	2.10	134
6/30 11:00	4.08	3.68	117
6/30 12:00	5.90	5.35	106
6/30 13:00	4.37	3.98	93
6/30 14:00	3.15	2.67	37
6/30 15:00	3.60	2.88	164
6/30 16:00	1.83	1.37	115
6/30 17:00	1.38	0.42	12
6/30 18:00	1.18	0.43	79
6/30 19:00	1.85	0.58	189
6/30 20:00	1.33	0.52	92
6/30 21:00	0.87	0.60	340
6/30 22:00	0.91	0.48	348
6/30 23:00	0.94	0.74	287
7/1 0:00	1.62	1.21	321
7/1 1:00	1.06	0.84	356
7/1 2:00	0.83	0.64	321
7/1 3:00	0.55	0.50	308
7/1 4:00	0.58	0.53	153
7/1 5:00	1.36	0.76	187
7/1 6:00	1.70	1.07	141
7/1 7:00	2.58	1.67	155
7/1 8:00	2.40	1.28	135
7/1 9:00	2.77	2.07	117
7/1 10:00	2.92	2.17	119
7/1 11:00	3.25	2.57	127
7/1 12:00	2.80	1.75	153
7/1 13:00	3.43	2.55	132
7/1 14:00	1.77	0.87	122
7/1 15:00	2.40	1.40	130
7/1 16:00	1.48	0.43	130
7/1 17:00	2.20	0.72	121
7/1 18:00	2.03	0.85	92
7/1 19:00	1.03	0.40	95
7/1 20:00	0.93	0.40	84
7/1 21:00	2.30	0.77	69
7/1 22:00	2.18	0.85	81
7/1 23:00	2.00	0.87	81
7/2 0:00	0.86	0.57	68
7/2 1:00	0.95	0.74	65
7/2 2:00	0.55	0.42	90
7/2 3:00	1.25	0.92	120
7/2 4:00	2.20	1.43	140
7/2 5:00	2.73	1.95	163
7/2 6:00	2.85	2.02	155
7/2 7:00	2.78	2.02	158
7/2 8:00	2.37	1.77	124
7/2 9:00	3.08	2.50	126
7/2 10:00	2.97	2.42	62
7/2 11:00	0.75	0.47	29
7/2 12:00	1.38	1.03	33
7/2 13:00	3.70	2.82	132
7/2 14:00	4.35	3.47	119
7/2 15:00	3.23	2.53	115
7/2 16:00	1.97	1.37	78
7/2 17:00	0.83	0.60	53
7/2 18:00	0.80	0.65	15
7/2 19:00	0.75	0.62	349
7/2 20:00	0.81	0.68	6
7/2 21:00	1.15	0.79	9
7/2 22:00	1.03	0.73	353
7/2 23:00	1.04	0.69	327
7/3 0:00	1.22	0.96	1
7/3 1:00	0.62	0.54	149
7/3 2:00	0.47	0.44	132
7/3 3:00	0.94	0.80	133
7/3 4:00	0.67	0.53	336
7/3 5:00	1.05	1.10	312
7/3 6:00	1.77	1.60	86
7/3 7:00	2.68	1.82	124
7/3 8:00	0.95	0.72	148
7/3 9:00	1.85	1.52	116
7/3 10:00	1.38	1.27	82
7/3 11:00	1.42	1.23	102
7/3 12:00	2.90	2.58	105
7/3 13:00	4.43	3.73	187
7/3 14:00	1.35	1.08	256
7/3 15:00	0.92	1.02	59
7/3 16:00	0.67	0.62	75
7/3 17:00	2.05	1.46	96
7/3 18:00	1.22	0.66	139
7/3 19:00	1.21	0.84	117
7/3 20:00	0.68	0.56	133
7/3 21:00	0.49	0.44	106
7/3 22:00	0.70	0.67	356
7/3 23:00	1.13	0.82	346
7/4 0:00	0.72	0.52	332
7/4 1:00	0.50	0.53	328
7/4 2:00	0.60	0.57	331
7/4 3:00	1.72	1.44	320
7/4 4:00	0.63	0.58	148
7/4 5:00	0.45	0.65	55
7/4 6:00	0.42	0.58	32
7/4 7:00	0.53	0.77	290
7/4 8:00	1.03	1.25	82
7/4 9:00	3.75	3.35	121
7/4 10:00	2.30	2.08	131
7/4 11:00	3.15	2.83	165
7/4 12:00	2.27	2.08	161
7/4 13:00	1.93	1.92	153
7/4 14:00	0.53	0.60	215
7/4 15:00	2.17	1.78	69
7/4 16:00	1.48	1.23	44
7/4 17:00	1.32	1.40	80
7/4 18:00	0.58	0.57	60
7/4 19:00	1.17	0.98	334
7/4 20:00	1.03	0.80	98
7/4 21:00	1.48	1.15	92
7/4 22:00	2.17	1.40	78
7/4 23:00	1.17	0.75	81
7/5 0:00	0.82	0.52	50
7/5 1:00	0.42	0.40	55
7/5 2:00	1.13	1.03	137
7/5 3:00	1.20	1.00	84
7/5 4:00	1.15	1.07	68
7/5 5:00	1.40	1.28	91
7/5 6:00	1.48	1.55	111
7/5 7:00	2.20	2.00	137
7/5 8:00	2.75	2.30	159
7/5 9:00	2.70	2.18	192
7/5 10:00	2.07	1.78	292
7/5 11:00	2.83	2.28	105
7/5 12:00	2.93	2.48	104
7/5 13:00	3.47	2.57	125
7/5 14:00	2.82	2.30	111
7/5 15:00	3.02	2.53	99
7/5 16:00	1.52	0.98	80
7/5 17:00	0.93	0.55	31
7/5 18:00	0.82	0.52	341
7/5 19:00	2.33	1.63	317
7/5 20:00	0.74	0.51	313
7/5 21:00	1.33	0.55	309
7/5 22:00	1.04	0.71	325
7/5 23:00	2.15	1.18	308
7/6 0:00	2.40	1.55	298
7/6 1:00	1.40	0.78	298
7/6 2:00	2.33	1.45	301
7/6 3:00	2.58	1.83	307
7/6 4:00	1.73	1.28	299
7/6 5:00	1.25	0.80	274
7/6 6:00	1.95	1.33	101
7/6 7:00	1.13	0.60	36
7/6 8:00	2.10	1.50	99
7/6 9:00	2.42	1.85	16
7/6 10:00	3.82	3.07	95
7/6 11:00	4.33	3.68	76
7/6 12:00	4.43	3.53	110
7/6 13:00	4.28	3.45	120
7/6 14:00	3.60	3.05	103
7/6 15:00	3.03	2.53	88
7/6 16:00	2.92	2.55	97
7/6 17:00	2.45	1.75	82
7/6 18:00	1.20	0.72	31
7/6 19:00	1.11	0.78	15
7/6 20:00	3.93	3.08	117
7/6 21:00	2.20	1.48	135
7/6 22:00	1.85	1.10	66
7/6 23:00	1.38	0.82	21
7/7 0:00	1.62	1.22	304
7/7 1:00	1.02	0.85	17
7/7 2:00	2.12	1.70	110
7/7 3:00	2.05	1.17	121
7/7 4:00	3.08	2.38	114
7/7 5:00	4.00	2.92	128
7/7 6:00	3.60	2.75	122
7/7 7:00	4.13	3.00	136
7/7 8:00	4.15	3.23	117
7/7 9:00	4.17	3.47	105
7/7 10:00	4.62	3.52	143
7/7 11:00	4.07	3.12	126
7/7 12:00	4.38	3.07	145
7/7 13:00	4.05	2.92	142
7/7 14:00	3.45	2.32	152
7/7 15:00	2.50	1.55	141
7/7 16:00	1.80	0.70	154
7/7 17:00	0.96	0.67	105
7/7 18:00	1.10	0.42	24
7/7 19:00	0.45	0.40	22
7/7 20:00	1.15	0.44	299
7/7 21:00	1.52	0.83	330
7/7 22:00	2.95	1.80	308
7/7 23:00	2.57	1.88	293
7/8 0:00	2.78	1.73	293
7/8 1:00	2.23	1.22	314
7/8 2:00	1.98	0.87	310
7/8 3:00	0.67	0.40	307
7/8 4:00	0.73	0.40	356
7/8 5:00	1.42	0.70	325
7/8 6:00	0.43	0.40	327
7/8 7:00	0.67	0.45	212
7/8 8:00	0.73	0.48	184
7/8 9:00	1.03	0.48	65
7/8 10:00	1.65	1.05	299
7/8 11:00	1.25	0.78	335
7/8 12:00	0.80	0.52	135
7/8 13:00	1.18	0.77	97
7/8 14:00	2.27	1.82	56
7/8 15:00	1.10	0.76	62
7/8 16:00	0.94	0.68	63
7/8 17:00	0.80	0.66	350
7/8 18:00	1.27	0.67	321
7/8 19:00	1.09	0.85	333
7/8 20:00	1.65	0.89	317
7/8 21:00	1.14	0.62	308
7/8 22:00	1.97	0.68	318
7/8 23:00	2.03	0.97	312
7/9 0:00	3.43	2.32	297
7/9 1:00	1.93	1.20	311
7/9 2:00	2.10	1.57	279
7/9 3:00	3.23	2.23	302
7/9 4:00	2.07	1.20	312
7/9 5:00	2.27	1.27	315
7/9 6:00	3.60	2.70	296
7/9 7:00	2.27	1.63	298
7/9 8:00	1.53	1.15	288
7/9 9:00	3.80	3.40	294
7/9 10:00	3.35	3.03	280
7/9 11:00	1.35	1.02	291
7/9 12:00	1.88	1.23	314
7/9 13:00	2.33	1.68	6
7/9 14:00	1.75	0.87	346
7/9 15:00	3.28	2.52	327
7/9 16:00	2.60	1.90	311
7/9 17:00	3.77	2.95	307
7/9 18:00	4.25	3.23	277
7/9 19:00	2.97	2.03	283
7/9 20:00	3.23	2.17	307
7/9 21:00	2.17	1.35	223
7/9 22:00	0.85	0.58	82
7/9 23:00	1.07	0.87	56
7/10 0:00	1.27	0.80	304
7/10 1:00	1.63	1.03	264
7/10 2:00	3.13	2.37	297
7/10 3:00	4.43	3.67	303
7/10 4:00	3.97	3.37	294
7/10 5:00	4.83	4.13	297
7/10 6:00	5.48	4.87	297
7/10 7:00	3.58	3.05	299
7/10 8:00	2.73	2.10	331
7/10 9:00	3.48	2.83	32
7/10 10:00	3.47	2.95	30
7/10 11:00	3.73	2.92	28
7/10 12:00	3.95	3.18	88
7/10 13:00	2.20	1.78	102
7/10 14:00	2.15	1.43	105
7/10 15:00	2.20	1.60	54
7/10 16:00	2.47	1.52	117
7/10 17:00	1.40	0.70	167
7/10 18:00	1.08	0.58	51
7/10 19:00	1.92	1.18	72
7/10 20:00	2.75	1.83	151
7/10 21:00	1.05	0.68	35
7/10 22:00	1.15	0.74	9
7/10 23:00	0.95	0.52	124
7/11 0:00	0.75	0.45	166
7/11 1:00	1.45	0.82	337
7/11 2:00	0.92	0.63	317
7/11 3:00	1.70	1.35	292
7/11 4:00	2.85	2.38	305
7/11 5:00	3.37	2.97	294
7/11 6:00	3.18	2.95	297
7/11 7:00	1.35	1.38	299
7/11 8:00	2.05	1.85	291
7/11 9:00	1.85	1.32	320
7/11 10:00	3.27	2.57	70
7/11 11:00	2.03	1.42	92
7/11 12:00	2.10	1.10	11
7/11 13:00	1.93	1.15	16
7/11 14:00	3.83	3.08	102
7/11 15:00	3.45	2.68	96
7/11 16:00	3.13	1.93	91
7/11 17:00	2.03	0.77	112
7/11 18:00	0.60	0.40	86
7/11 19:00	1.37	0.52	49
7/11 20:00	2.14	1.15	330
7/11 21:00	2.45	1.33	310
7/11 22:00	0.96	0.81	280
7/11 23:00	1.83	1.18	284
7/12 0:00	2.62	1.37	307
7/12 1:00	2.90	2.18	280
7/12 2:00	1.57	1.15	277
7/12 3:00	2.03	1.27	316
7/12 4:00	1.88	1.42	313
7/12 5:00	1.60	1.20	303
7/12 6:00	2.82	2.15	312
7/12 7:00	3.03	2.38	308
7/12 8:00	3.78	3.17	335
7/12 9:00	3.52	3.03	20
7/12 10:00	2.37	2.00	333
7/12 11:00	3.88	3.37	13
7/12 12:00	3.92	3.50	25
7/12 13:00	3.45	2.85	5
7/12 14:00	3.43	2.60	153
7/12 15:00	3.55	2.45	144
7/12 16:00	3.65	2.52	160
7/12 17:00	2.35	1.30	138
7/12 18:00	2.03	1.35	112
7/12 19:00	2.62	1.61	144
7/12 20:00	3.13	2.55	101
7/12 21:00	4.33	3.55	111
7/12 22:00	3.63	2.92	108
7/12 23:00	2.60	2.07	98
7/13 0:00	2.52	1.92	105
7/13 1:00	0.81	0.53	91
7/13 2:00	1.21	0.84	154
7/13 3:00	0.88	0.62	138
7/13 4:00	0.78	0.60	151
7/13 5:00	0.92	0.73	249
7/13 6:00	1.63	1.43	216
7/13 7:00	3.00	2.58	169
7/13 8:00	2.83	2.40	177
7/13 9:00	3.23	2.72	180
7/13 10:00	4.20	3.42	161
7/13 11:00	3.95	3.17	145
7/13 12:00	3.18	2.53	134
7/13 13:00	1.42	1.27	148
7/13 14:00	3.53	2.70	156
7/13 15:00	3.38	2.35	143
7/13 16:00	2.72	1.90	156
7/13 17:00	2.25	1.45	127
7/13 18:00	1.35	0.68	113
7/13 19:00	1.43	0.78	133
7/13 20:00	1.32	0.84	157
7/13 21:00	0.40	0.40	87
7/13 22:00	1.20	0.73	105
7/13 23:00	0.80	0.69	100
7/14 0:00	0.86	0.67	295
7/14 1:00	1.23	0.97	314
7/14 2:00	0.74	0.66	307
7/14 3:00	0.95	0.93	167
7/14 4:00	0.68	0.68	141
7/14 5:00	0.65	0.72	254
7/14 6:00	0.77	0.87	295
7/14 7:00	1.60	1.42	137
7/14 8:00	2.47	2.18	152
7/14 9:00	3.17	2.68	130
7/14 10:00	3.48	3.00	118
7/14 11:00	4.00	3.57	114
7/14 12:00	4.27	3.50	131
7/14 13:00	4.53	3.57	139
7/14 14:00	4.28	3.22	140
7/14 15:00	3.55	2.52	152
7/14 16:00	3.60	2.55	145
7/14 17:00	3.60	2.40	145
7/14 18:00	2.40	1.55	155
7/14 19:00	1.25	0.73	139
7/14 20:00	1.55	1.18	148
7/14 21:00	0.66	0.58	104
7/14 22:00	0.80	0.62	99
7/14 23:00	0.81	0.82	68
7/15 0:00	1.82	1.18	318
7/15 1:00	0.98	0.83	299
7/15 2:00	1.09	0.95	292
7/15 3:00	1.57	1.35	312
7/15 4:00	1.15	1.22	323
7/15 5:00	1.53	1.53	326
7/15 6:00	1.27	1.32	326
7/15 7:00	1.75	1.67	318
7/15 8:00	1.77	1.73	316
7/15 9:00	1.50	1.50	305
7/15 10:00	1.47	1.55	301
7/15 11:00	2.58	2.47	307
7/15 12:00	2.52	2.32	304
7/15 13:00	2.80	2.53	301
7/15 14:00	3.42	2.92	305
7/15 15:00	3.48	2.85	299
7/15 16:00	2.98	2.40	301
7/15 17:00	3.83	3.22	297
7/15 18:00	2.97	2.28	278
7/15 19:00	3.45	2.87	303
7/15 20:00	3.47	2.95	298
7/15 21:00	3.20	2.68	296
7/15 22:00	4.75	4.03	275
7/15 23:00	4.87	4.17	285
7/16 0:00	3.72	3.03	288
7/16 1:00	3.10	2.55	303
7/16 2:00	4.02	3.48	300
7/16 3:00	6.05	5.28	299
7/16 4:00	7.13	6.10	327
7/16 5:00	6.63	5.62	350
7/16 6:00	8.28	7.13	7
7/16 7:00	8.35	7.28	360
7/16 8:00	8.23	7.20	357
7/16 9:00	9.13	7.83	9
7/16 10:00	6.20	5.53	55
7/16 11:00	4.12	3.65	112
7/16 12:00	3.82	3.12	124
7/16 13:00	3.62	2.78	132
7/16 14:00	3.03	2.68	105
7/16 15:00	1.95	1.63	107
7/16 16:00	1.15	0.87	76
7/16 17:00	0.99	0.85	20
7/16 18:00	1.70	0.78	318
7/16 19:00	1.55	0.65	314
7/16 20:00	1.67	1.02	317
7/16 21:00	0.86	0.68	10
7/16 22:00	0.97	0.53	50
7/16 23:00	0.86	0.62	122
7/17 0:00	1.38	0.76	160
7/17 1:00	1.03	0.62	140
7/17 2:00	0.92	0.58	149
7/17 3:00	1.30	0.92	162
7/17 4:00	0.82	0.60	152
7/17 5:00	2.03	1.55	135
7/17 6:00	3.02	2.40	125
7/17 7:00	3.50	2.58	137
7/17 8:00	2.62	1.97	155
7/17 9:00	0.95	0.82	194
7/17 10:00	2.45	1.88	177
7/17 11:00	2.30	1.72	128
7/17 12:00	2.00	1.50	121
7/17 13:00	0.77	0.60	125
7/17 14:00	1.13	0.99	18
7/17 15:00	1.10	1.03	342
7/17 16:00	1.42	1.27	316
7/17 17:00	1.08	0.83	334
7/17 18:00	1.88	1.45	67
7/17 19:00	1.77	1.27	98
7/17 20:00	2.22	1.85	103
7/17 21:00	1.30	0.97	128
7/17 22:00	2.68	2.35	106
7/17 23:00	3.33	2.63	116
7/18 0:00	3.98	3.42	117
7/18 1:00	3.50	2.88	117
7/18 2:00	3.05	2.50	115
7/18 3:00	3.22	2.52	120
7/18 4:00	3.00	2.30	113
7/18 5:00	2.98	2.02	108
7/18 6:00	3.28	2.30	101
7/18 7:00	3.78	2.25	101
7/18 8:00	4.08	2.90	96
7/18 9:00	4.32	3.70	95
7/18 10:00	5.13	4.62	97
7/18 11:00	4.75	4.08	101
7/18 12:00	4.65	3.70	118
7/18 13:00	4.45	3.03	134
7/18 14:00	3.07	1.83	127
7/18 15:00	3.70	2.35	110
7/18 16:00	3.47	1.42	110
7/18 17:00	3.08	0.85	103
7/18 18:00	3.27	1.48	104
7/18 19:00	2.78	1.18	107
7/18 20:00	2.73	1.03	111
7/18 21:00	2.87	1.18	109
7/18 22:00	3.17	2.12	113
7/18 23:00	3.73	2.80	115
7/19 0:00	3.20	2.28	113
7/19 1:00	3.22	2.37	110
7/19 2:00	3.35	2.42	120
7/19 3:00	2.93	2.32	115
7/19 4:00	2.77	2.38	99
7/19 5:00	1.85	1.35	87
7/19 6:00	1.78	1.23	144
7/19 7:00	1.72	0.95	155
7/19 8:00	1.42	0.78	163
7/19 9:00	1.37	0.90	140
7/19 10:00	2.13	1.70	95
7/19 11:00	3.25	2.72	95
7/19 12:00	3.17	2.43	128
7/19 13:00	3.63	2.73	119
7/19 14:00	4.37	3.32	189
7/19 15:00	4.83	3.58	212
7/19 16:00	5.57	3.93	219
7/19 17:00	6.33	4.52	219
7/19 18:00	6.37	4.73	212
7/19 19:00	6.47	4.77	209
7/19 20:00	6.03	4.42	211
7/19 21:00	5.53	4.13	209
7/19 22:00	2.75	1.93	175
7/19 23:00	2.12	1.47	155
7/20 0:00	2.15	1.32	165
7/20 1:00	2.18	1.08	142
7/20 2:00	3.28	2.12	133
7/20 3:00	4.42	3.23	182
7/20 4:00	5.58	4.53	199
7/20 5:00	5.67	4.30	211
7/20 6:00	5.20	3.93	207
7/20 7:00	5.03	3.97	216
7/20 8:00	5.07	3.97	223
7/20 9:00	4.25	3.40	217
7/20 10:00	4.20	3.45	212
7/20 11:00	4.52	3.60	219
7/20 12:00	3.75	3.12	209
7/20 13:00	4.03	3.33	209
7/20 14:00	4.20	3.43	212
7/20 15:00	3.93	3.17	212
7/20 16:00	4.20	3.35	208
7/20 17:00	4.48	3.53	210
7/20 18:00	4.07	2.93	216
7/20 19:00	1.23	0.64	193
7/20 20:00	1.26	0.92	268
7/20 21:00	2.00	1.07	255
7/20 22:00	3.20	2.57	266
7/20 23:00	4.27	3.75	274
7/21 0:00	4.13	3.77	276
7/21 1:00	3.12	2.68	285
7/21 2:00	2.82	2.30	305
7/21 3:00	4.93	4.52	297
7/21 4:00	4.45	4.02	297
7/21 5:00	3.73	3.47	298
7/21 6:00	3.08	2.83	296
7/21 7:00	2.97	2.72	295
7/21 8:00	2.87	2.70	307
7/21 9:00	2.68	2.57	301
7/21 10:00	2.63	2.45	312
7/21 11:00	2.63	2.40	312
7/21 12:00	2.30	2.13	316
7/21 13:00	2.47	2.23	306
7/21 14:00	2.00	1.72	310
7/21 15:00	2.27	1.88	342
7/21 16:00	1.42	1.05	297
7/21 17:00	1.83	1.23	250
7/21 18:00	1.73	0.93	282
7/21 19:00	1.18	0.72	18
7/21 20:00	1.98	1.15	321
7/21 21:00	1.37	0.48	308
7/21 22:00	1.93	0.58	303
7/21 23:00	1.41	0.76	307
7/22 0:00	2.03	0.82	333
7/22 1:00	1.23	0.87	337
7/22 2:00	1.68	1.32	324
7/22 3:00	0.92	0.90	321
7/22 4:00	1.48	1.43	322
7/22 5:00	2.03	1.93	304
7/22 6:00	2.57	2.30	308
7/22 7:00	2.38	2.18	321
7/22 8:00	1.77	1.73	327
7/22 9:00	2.20	2.07	345
7/22 10:00	1.92	1.90	1
7/22 11:00	1.27	1.25	306
7/22 12:00	1.33	1.25	319
7/22 13:00	1.20	1.18	296
7/22 14:00	1.15	1.07	320
7/22 15:00	1.35	1.10	28
7/22 16:00	0.87	0.52	46
7/22 17:00	1.13	0.63	34
7/22 18:00	1.87	1.34	153
7/22 19:00	1.33	0.80	346
7/22 20:00	0.80	0.92	324
7/22 21:00	2.10	1.62	313
7/22 22:00	2.35	1.42	310
7/22 23:00	2.62	2.08	306
7/23 0:00	2.25	1.95	299
7/23 1:00	2.93	2.18	310
7/23 2:00	2.75	2.12	310
7/23 3:00	1.62	1.42	315
7/23 4:00	2.08	1.87	311
7/23 5:00	3.13	2.83	304
7/23 6:00	2.57	2.43	307
7/23 7:00	1.48	1.35	319
7/23 8:00	0.68	0.75	10
7/23 9:00	0.87	0.98	112
7/23 10:00	1.33	1.18	190
7/23 11:00	1.67	1.58	132
7/23 12:00	1.75	1.42	161
7/23 13:00	2.38	1.78	146
7/23 14:00	2.15	1.88	109
7/23 15:00	2.90	2.50	42
7/23 16:00	4.43	4.08	278
7/23 17:00	5.15	4.53	298
7/23 18:00	3.53	2.92	320
7/23 19:00	2.67	2.15	304
7/23 20:00	2.90	2.30	306
7/23 21:00	1.05	0.92	187
7/23 22:00	1.75	1.20	348
7/23 23:00	3.75	2.95	304
7/24 0:00	3.47	3.07	298
7/24 1:00	2.40	1.88	308
7/24 2:00	1.30	1.17	306
7/24 3:00	1.92	1.78	303
7/24 4:00	2.45	2.27	314
7/24 5:00	2.20	2.48	295
7/24 6:00	2.50	2.65	294
7/24 7:00	1.98	2.08	282
7/24 8:00	1.70	1.63	358
7/24 9:00	5.07	4.07	54
7/24 10:00	3.20	2.72	131
7/24 11:00	4.75	3.48	156
7/24 12:00	4.18	3.42	242
7/24 13:00	2.83	2.42	305
7/24 14:00	3.82	3.37	270
7/24 15:00	4.18	3.78	290
7/24 16:00	3.90	3.33	288
7/24 17:00	3.80	3.12	281
7/24 18:00	3.73	3.08	284
7/24 19:00	1.73	1.15	321
7/24 20:00	1.82	0.90	311
7/24 21:00	3.02	2.22	303
7/24 22:00	2.85	2.18	300
7/24 23:00	1.37	0.53	312
7/25 0:00	2.85	1.93	315
7/25 1:00	2.00	1.58	318
7/25 2:00	2.15	1.73	305
7/25 3:00	2.85	2.42	302
7/25 4:00	4.08	3.73	294
7/25 5:00	5.72	5.20	298
7/25 6:00	4.78	4.35	294
7/25 7:00	3.97	3.67	287
7/25 8:00	3.82	3.43	291
7/25 9:00	4.07	3.82	293
7/25 10:00	4.73	4.30	291
7/25 11:00	5.40	4.65	341
7/25 12:00	5.62	4.87	350
7/25 13:00	7.35	6.20	5
7/25 14:00	7.55	6.43	5
7/25 15:00	7.48	6.45	358
7/25 16:00	5.58	4.62	336
7/25 17:00	4.20	3.45	1
7/25 18:00	2.92	2.30	350
7/25 19:00	2.83	2.27	327
7/25 20:00	2.67	1.95	343
7/25 21:00	1.97	1.45	333
7/25 22:00	1.83	0.95	317
7/25 23:00	2.68	2.22	320
7/26 0:00	3.70	3.02	314
7/26 1:00	1.22	1.08	61
7/26 2:00	0.60	0.68	112
7/26 3:00	0.57	0.55	277
7/26 4:00	0.77	0.78	280
7/26 5:00	1.58	1.43	194
7/26 6:00	1.87	1.60	153
7/26 7:00	1.82	1.68	240
7/26 8:00	2.78	2.25	180
7/26 9:00	2.23	1.82	171
7/26 10:00	2.02	1.65	154
7/26 11:00	1.47	1.22	183
7/26 12:00	1.60	1.37	209
